frame ID,TREATMENT,Date,Time,Trial No.,first Attacking Time,First Attacker,No. of Attacker,Time After first Attck*,ID of attackers,Retreat,Activity**,Attacking part,No of comers,Id of comers,Retreat,Activity,Coming and Going back,Retreat,Activity,Attacking part,Pulling Towards,start time of pulling*,end time pulling,total time for pulling,intensity of pulling ***,Remarks
,,,,,,,,,RB,,,H,,,,,,,,,,,,,,
,,,,,,,,,RBR,G,,H,,,,,,,,,,,,,,
,,,,,,,,,GWY,R,,L,,,,,,,,,,,,,,
,,,,,,,,,RBW,G,,L,,,,,,,,,,,,,,
,,,,,,,,,RWBl,R,,T,,,,,,,,,,,,,,
,,,,,,,,,GR,,,AB,,,,,,,,,,,,,,
,,,,,,,,,GW,,,H,,,,,,,,,,,,,,
4,SCDR,3/13/16,11:05AM,5,NA,RY,16,0,RY,G,,L,1,RBl,R,WEB,,,,,,,,,0,
,,,,,,,,,GWBl,R,,AN/AB,,,,,,,,,,,,,,
,,,,,,,,,RYBl,R,,T,,,,,,,,,,,,,,
,,,,,,,,,GY,R,,AB,,,,,,,,,,,,,,
,,,,,,,,,RWY,R,,AB,,,,,,,,,,,,,,
,,,,,,,,,RYB,G,,AB/T,,,,,,,,,,,,,,
,,,,,,,,,RBR,,,H,,,,,,,,,,,,,,
,,,,,,,,,GBG,G,,H,,,,,,,,,,,,,,
,,,,,,,,,GYBl,R,,T,,,,,,,,,,,,,,
,,,,,,,,,RW,R,,AB,,,,,,,,,,,,,,
,,,,,,,,,GBl,,,AB,,,,,,,,,,,,,,
,,,,,,,,,RWB,R,,AB,,,,,,,,,,,,,,
,,,,,,,,,RBW,,,T,,,,,,,,,,,,,,
,,,,,,,,,GWB,,,L,,,,,,,,,,,,,,
,,,,,,,,,RBl,,,H,,,,,,,,,,,,,,
,,,,,,,,,RWBl,,,AB,,,,,,,,,,,,,,
4,SCDR,3/15/16,11:00am,6,2,RWB,11,0,RWB,G,,W,2,RW,DOWN,, -GBl,,WEB,,,,,,0,
,,,,,,,,,GG,R,,T,,,,,,,,,,,,,,
,,,,,,,,,GBl,R,,L,,,,,,,,,,,,,,
,,,,,,,,,R_,G,,H,,,,,,,,,,,,,,
,,,,,,,,,GWB,G,,L,,,,,,,,,,,,,,
,,,,,,,,,GBR,R,TP-R,W/T,,,,,,,,,,,,,,
,,,,,,,,,GWR,R,,T,,,,,,,,,,,,,,
,,,,,,,,,GR,R,,AB,,,,,,,,,,,,,,
,,,,,,,,,RR,,,L/AB,,,,,,,,,,,,,,
,,,,,,,,,GYB,DOWN,,L,,,,,,,,,,,,,,
,,,,,,,,,GWBl,,,AB,,,,,,,,,,,,,,
4,SCDR,3/16/16,3:15PM,7,3,RWB,11,0,RWB,UP,,L,1,RWG,R,,,,,,,,,,0,
,,,,,,,,,GWB,G,,L,,,,,,,,,,,,,,
,,,,,,,,,GY,R,,W/H,,,,,,,,,,,,,,
,,,,,,,,,GYG,G,,L,,,,,,,,,,,,,,
,,,,,,,,,RWBl,R,,L/AB,,,,,,,,,,,,,,
,,,,,,,,,RBG,R,,AB,,,,,,,,,,,,,,
,,,,,,,,,GYW,,,AB/H,,,,,,,,,,,,,,
,,,,,,,,,UNMARKED,G,,T,,,,,,,,,,,,,,
,,,,,,,,,RYR,R,,T,,,,,,,,,,,,,,
,,,,,,,,,RBR,,,AB,,,,,,,,,,,,,,
,,,,,,,,,GW,,,AB,,,,,,,,,,,,,,
4,SCDR,3/17/16,3:00PM,8,19,GG,13,0,GG,G,,H,3,RWG,R,, -RYR,R,,,,,,,0,
,,,,,,,,,RYB,R,,W/T,,GYBl,R,, -GW,,,,,,,,,
,,,,,,,,,RYR,R,,,,GBl,,WEB,,,,,,,,,,
,,,,,,,,,RYBl,R,,AB,,,,,,,,,,,,,,
,,,,,,,,,GW,R,,,,,,,,,,,,,,,,
,,,,,,,,,RWB,R,,L,,,,,,,,,,,,,,
,,,,,,,,,RWBl,G,,AN,,,,,,,,,,,,,,
,,,,,,,,,GYR,,,W,,,,,,,,,,,,,,
,,,,,,,,,RBG,R,,AB,,,,,,,,,,,,,,
,,,,,,,,,GY,,,W,,,,,,,,,,,,,,
,,,,,,,,,RYW,,,AB,,,,,,,,,,,,,,
,,,,,,,,,GBG,,,AB,,,,,,,,,,,,,,
,,,,,,,,,,,,H,,,,,,,,,,,,,,
4,SCDR,3/18/16,2:00PM,9,5,GG,8,0,GG,DOWN,,L,4,RR,R,,,,,,,,,,0,
,,,,,,,,,RBG,G,,W/H,,GWR,G,,,,,,,,,,,
,,,,,,,,,RWB,G,,T,,RYG,G,,,,,,,,,,,
,,,,,,,,,GBG,G,,T,,GWG,R,,,,,,,,,,,
,,,,,,,,,UNMARKED,G,,L/W,,,,,,,,,,,,,,
,,,,,,,,,GBl,R,,AB,,,,,,,,,,,,,,
,,,,,,,,,RW,R,,L,,,,,,,,,,,,,,
,,,,,,,,,RWY,R,,W,,,,,,,,,,,,,,
4,SCDR,3/22/16,3:00PM,10,34,RYB,9,0,RYB,G,,L/AB,3,GWG,R,, -GG,,WEB,,,,,,0,
,,,,,,,,,GWR,R,,H,,GR,R,,,,,,,,,,,
,,,,,,,,,GBY,R,,L/W,,RBR,R,,,,,,,,,,,
,,,,,,,,,GY,G,,L,,,,,,,,,,,,,,
,,,,,,,,,GG,R,,L,,,,,,,,,,,,,,
,,,,,,,,,RBG,R,,AN,,,,,,,,,,,,,,
,,,,,,,,,GWBl,R,,L,,,,,,,,,,,,,,
,,,,,,,,,RYG,,,T,,,,,,,,,,,,,,
,,,,,,,,,RWBl,,,L,,,,,,,,,,,,,,
4,SCDR,3/23/16,10:18AM,11,20,GY,10,0,GY,G,,W/T,0,,,, -RBY,,,,,,,,0,
,,,,,,,,,RWB,G,,AB,,,,, -GBR,,,,,,,,,
,,,,,,,,,GBl,R,,L,,,,, -GYR,,,,,,,,,
,,,,,,,,,GWG,R,,H,,,,,,,,,,,,,,
,,,,,,,,,GBR,G,,AB,,,,,,,,,,,,,,
,,,,,,,,,RBY,G,,AB,,,,,,,,,,,,,,
,,,,,,,,,GYBl,G,,L,,,,,,,,,,,,,,
,,,,,,,,,RYB,R,,AB,,,,,,,,,,,,,,
,,,,,,,,,GYB,,,L,,,,,,,,,,,,,,
,,,,,,,,,GYR,G,,L,,,,,,,,,,,,,,
4,SCDR,3/24/16,2:15PM,12,4,RYB,10,0,RYB,G,,W/T,3,GYBl,R,, -GBR,,,,,,,,0,
,,,,,,,,,GYR,R,,L/AB,,RYG,R,, -RYW,,,,,,,,,
,,,,,,,,,GBR,R,,L,,RBW,G,, +RYW,,,,,,,,,
,,,,,,,,,GYW,G,,L,,,,,,,,,,,,,,
,,,,,,,,,RBG,R,,L,,,,,,,,,,,,,,
,,,,,,,,,GW,R,,T,,,,,,,,,,,,,,
,,,,,,,,,GY,R,,T,,,,,,,,,,,,,,
,,,,,,,,,GYR,R,,H,,,,,,,,,,,,,,
,,,,,,,,,GYB,,,AB,,,,,,,,,,,,,,
,,,,,,,,,RYW,G,,L/W,,,,,,,,,,,,,,
4,SCDR,3/25/16,11:59AM,13,30,GBG,9,0,GBG,G,,H,5,GBY,R,, -GYBl,,,,,,,,0,
,,,,,,,,,RBR,R,,L,,GYR,R,, -GY,,WEB,,,,,,,
,,,,,,,,,GWBl,R,,W,,RWB,R,, -RBR,,,,,,,,,
,,,,,,,,,GY,G,,L,,GYBl,R,, +RBR,,,L,,,,,,
,,,,,,,,,GYBl,R,,AN,,RYW,R,, -GBG,,WEB,,,,,,,
,,,,,,,,,GW,R,,T,,,,, +GY,,,H,,,,,,
,,,,,,,,,GYB,G,,AN,,,,,,,,,,,,,,
,,,,,,,,,GWR,R,,W,,,,,,,,,,,,,,
,,,,,,,,,RYB,G,,H,,,,,,,,,,,,,,
4,SCDR,3/26/16,11:42AM,14,4,GBY,8,0,GBY,R,,L,1,GYBl,R,,,,,,,,,,0,
,,,,,,,,,GBG,UP,,H,,,,,,,,,,,,,,
,,,,,,,,,GBl,R,,L,,,,,,,,,,,,,,
,,,,,,,,,GYW,R,,W,,,,,,,,,,,,,,
,,,,,,,,,GYR,R,,H,,,,,,,,,,,,,,
,,,,,,,,,RWB,G,,AB,,,,,,,,,,,,,,
,,,,,,,,,RYW,UP,,L,,,,,,,,,,,,,,
,,,,,,,,,GWBl,,,AB,,,,,,,,,,,,,,
4,SCDR,3/28/16,10:00AM,15,52,GBG,10,0,GBG,UP,,W,2,RWB,R,,,,,,,,,,0,
,,,,,,,,,GWBl,R,,L,,R_,G,,,,,,,,,,,
,,,,,,,,,RBG,G,,W/T,,,,,,,,,,,,,,
,,,,,,,,,GW,R,,W/AB/H,,,,,,,,,,,,,,
,,,,,,,,,GG,R,,L,,,,,,,,,,,,,,
,,,,,,,,,RWB,R,,H,,,,,,,,,,,,,,
,,,,,,,,,GWB,G,,L/W,,,,,,,,,,,,,,
,,,,,,,,,GYR,G,,AB,,,,,,,,,,,,,,
,,,,,,,,,GBW,R,,H,,,,,,,,,,,,,,
,,,,,,,,,RWBl,,,AN,,,,,,,,,,,,,,
4,SCDR,3/31/16,3:55PM,16,7,RYR,8,0,RYR,R,,H/T,3,R_,R,, -GWB,,,,,,,,0,
,,,,,,,,5,RWB,R,,W,,GG,G,, +GWB,,,W,,,,,,
,,,,,,,,15,GWB,G,TP-R,W,,RYG,,, -GBl,,,,,,,,,
,,,,,,,,25,GBl,G,,L,,,,,,,,,,,,,,
,,,,,,,,347,RYB,R,,L,,,,,,,,,,,,,,
,,,,,,,,427,GWR,R,,AB,,,,,,,,,,,,,,
,,,,,,,,503,GWG,R,,W,,,,,,,,,,,,,,
,,,,,,,,503,GBW,,,L,,,,,,,,,,,,,,
4,SCDR,4/1/16,11:33AM,17,26,GYB,8,0,GYBl,G,TP-G,L,4,GWG,G,,,,,,G,79,,,1,
,,,,,,,,44,GBW,UP,,W,,GW,G,,,,,,,,,,,
,,,,,,,,54,RYW,G,,L,,RWB,G,,,,,,,,,,,
,,,,,,,,114,RBR,G,,L,,GG,R,,,,,,,,,,,
,,,,,,,,119,GBG,G,,L,,,,,,,,,,,,,,
,,,,,,,,218,GBl,R,,AB,,,,,,,,,,,,,,
,,,,,,,,272,GBW,R,,L,,,,,,,,,,,,,,
,,,,,,,,276,RWY,R,,AB,,,,,,,,,,,,,,
4,SCDR,4/1/16,3:37PM,18,25,GY,7,0,GY,R,,AN,4,RYBl,R,, -GWB,,WEB,,,,,,0,
,,,,,,,,5,GYBl,R,,W,,GWBl,R,,,,,,,,,,,
,,,,,,,,17,RBG,R,,L,,GBW,G,,,,,,,,,,,
,,,,,,,,25,GG,G,,AN,,GBG,G,,,,,,,,,,,
,,,,,,,,49,RYB,G,,W,,,,,,,,,,,,,,
,,,,,,,,167,GWB,G,,W,,,,,,,,,,,,,,
,,,,,,,,177,RBY,G,,L,,,,,,,,,,,,,,
4,SCDR,4/4/16,10:50AM,19,10,GYBl,4,0,GYBl,G,,L/AN,2,RYG,R,,,,,,,,,,0,
,,,,,,,,,RYB,R,,AN,,GBl,R,,,,,,,,,,,
,,,,,,,,,GYR,G,,W,,,,,,,,,,,,,,
,,,,,,,,,GG,R,,L,,,,,,,,,,,,,,
4,SCDR,4/5/16,3:06PM,20,32,GG,8,0,GG,G,,L,6,RWG,G,, -GWBl,,,,,,,,0,
,,,,,,,,3,GWBl,R,,AN,,RWB,R,, -GWR,,,,,,,,,
,,,,,,,,6,RYB,G,,W,,UNMARKED,R,, +GWBl,,,H,,,,,,
,,,,,,,,10,GW,G,,L,,GWG,G,, -GG,,,,,,,,,
,,,,,,,,,GWR,R,,L,,GY,R,, -GWBl,,,,,,,,,
,,,,,,,,,GYB,R,,AN,,GYB,R,,,,,,,,,,,
,,,,,,,,,UNMARKED,R,,W,,,,,,,,,,,,,,
,,,,,,,,,RBR,R,,AB,,,,,,,,,,,,,,
4,SCDR,4/7/16,11:05AM,21,3,RYR,7,0,RYR,R,,L,4,GWG,G,, -UNMARKED,,WEB,,R,150,,,2,
,,,,,,,,1,GBG,G,,AB,,RYG,R,, -GYBl,,WEB,,,,,,,
,,,,,,,,17,RYB,R,,AN,,GWBl,G,, -RYB,,,,,,,,,
,,,,,,,,20,UNMARKED,R,,AB,,GW,G,,,,,,,,,,,
,,,,,,,,27,GG,R,,T,,,,,,,,,,,,,,
,,,,,,,,116,GYBl,R,TP-R,AN,,,,,,,,,,,,,,
,,,,,,,,227,GYB,,,AB,,,,,,,,,,,,,,
4,SCDR,4/8/16,3:47PM,22,30,GW,6,0,GW,R,,H,1,GYR,G,,,,,,,,,,0,
,,,,,,,,12,GG,G,,AN,,,,,,,,,,,,,,
,,,,,,,,38,GBG,R,,T,,,,,,,,,,,,,,
,,,,,,,,45,GY,R,,AB,,,,,,,,,,,,,,
,,,,,,,,234,RYR,G,,AN,,,,,,,,,,,,,,
,,,,,,,,347,GWBl,R,,AB,,,,,,,,,,,,,,
4,SCDR,4/13/16,3:35PM,23,5,GWBl,7,0,GWBl,G,,H,1,GB,R,, -RYB,,,,,,,,0,
,,,,,,,,5,RYB,R,,AB,,,,, -GBG,,,,,,,,,
,,,,,,,,14,GBG,R,,H,,,,, -GBY,,WEB,,,,,,,
,,,,,,,,25,RYR,R,,L,,,,,,,,,,,,,,
,,,,,,,,50,GW,R,,AB,,,,,,,,,,,,,,
,,,,,,,,75,GBY,G,,T,,,,,,,,,,,,,,
,,,,,,,,298,GYBl,R,,L,,,,,,,,,,,,,,
4,SCDR,4/14/16,12:45PM,24,7,RYG,5,0,RYG,G,,W,3,GB,G,, -RYG,,,,,,,,0,
,,,,,,,,8,GWBl,R,,AN,,GYBl,R,, -RYR,,,,,,,,,
,,,,,,,,30,GW,R,,L/T,,GBG,G,, +RYR,,,AB,,,,,,
,,,,,,,,34,RYR,G,,L,,,,,,,,,,,,,,
,,,,,,,,43,GB Y,R,,L/W,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
